doc_id	text_data	class_type
IL5_NW_020062_20160821_G0040KJ50	?? ????? ?? ????????? ??? ???? ?????? ???? ???? ???? ????? ? ?? ??? ?????? ???? ? ???? ???? ??????? ??? ? ???? ????? ? ?? ?? ??? ??? ????? ? ??? ??? ????? ?????? ??? ? ?????? ????? ??? ????? ?????? ? ???? ??? ????? ? ?? ???? ?????? ???? ???? ???? ????? ? ?? ??? ?????? ???? ? ???? ???? ??????? ??? ? ???? ????? ? ?? ?? ??? ??? ????? ? ??? ??? ????? ?????? ??? ? ?????? ????? ??? ????? ?????? ? ???? ??? ????? ? ?? ??? ?? ??? ??? ?? ? ???? ?? ???? ?? ???? ??? ????? ? ????? ???? ????? ????? ???? ??? ? ?? ???? ??? ???? ? ???? ?? ????? ?? ?? ???? ???? ?? ? ?? ?? ??? ????? ?? ????? ? ?? ???? ???? ??????? ??? ? ?????? ???? ???? ?? ? ???? ?? ????? ????? ????? ? ??? ??? ?? ?? ???? ???? ? ?????  ???? ???? ????? ? ?????? ????? ???? ????? ???? ??? ? ??? ??? ???? ?? ???? ?? ? ????? ???????? ??????? ? ??? ????? ?????? ???? ?????? ? ?? ???? ????? ?? ??? ???? ? ??? ??? ???????? ?????? ? ??? ???? ????? ????? ???? ??????? ? ???? ?? ?  ????? ?????? ??? ????  ?????? ? ?? ?????????? ?????? ? ?? ???? ???? ???? ??? ? ?? ??? ??? ????? ??? ????? ? ?? ??? ????? ???? ????? ?? ??? ??? ? ????? ????? ? ?????? ?? ???? ? ?? ????? ???? ??? ??? ????????? ? ?? ???? ??? ???? ????? ? ???? ???? ??? ??? ???? ????? ? ??? ???????? ??? ? ?? ???? ???? ?? ????? ? ?????? ?? ??? ???????? ???? ? ????? ??????  ??????? ??? ?????? ????????? ? ?? ??? ??? ???? ???? ? ????? ????  ?????  ???? ?????? ???? ? ???? ???? ???? ???? ??????  ?? ??? ?????? ???? ??? ??? ???????  ??? ?? ???? ?? ???? ? ??? ????? ?? ??????? ? ??? ???? ????? ?? ? ???? ???? ?? ?? ??????? ? ?????? ?? ???????? ? ?? ???? ????????? ??? ? ?? ??? ????????? ?????? ????? ? ????? ????? ?? ???????? ????? ? ??? ???? ?? ??????? ? ???? ?? ?? ??? ????? ??????? ? ???? ???? ???? ? ???? ???? ????  ???? ????????  ??? ???? ???? ? ?????? ?? ????? ?????? ? ???? ???? ?????? ???? ??? ? ?????? ???? ????? ???? ?????? ? ???? ????? ? ??? ???? ???? ???? ? ?????? ?????? ??? ? ????? ???? ? ???? ???? ???? ??????? ? ?? ?? ???? ???? ???? ? ??? ????? ???? ?? ???? ???? ???? ? ??? ?? ??? ??? ???? ????? ? ?? ?? ????? ? ?? ???????? ???? ????? ?????? ? ?? ?? ????? ?? ?? ? ?? ????? ????? ???? ? ??? ??? ???? ?? ????? ????? ? ?? ?? ???? ???? ??? ?????? ? ?? ??? ???? ??? ?? ? ??? ??? ?????????? ??? ????? ? ??????? ??? ??? ??? ???? ? ???? ?????? ???????? ? ???? ???? ????? ????? ?? ?????? ? ??? ?? ???? ???? ?? ?????? ? ??? ?????? ?? ???? ???? ? ???? ????? ?? ??? ?? ? ???? ??????? ???? ? ???? ????? ?????? ???? ?? ? ?? ?? ?? ????  ?????  ???? ???? ? ????? ???? ??? ? ?? ??????? ???? ???? ??? ? ???? ????? ?????? ???? ?? ? ????? ?? ???? ??? ????? ????? ? ???? ??? ???? ????? ? ?????? ????? ? ???? ???? ????? ?? ???? ? ???? ??? ?? ? ?? ???? ?? ????? ???????? ??? ? ???? ???? ??? ??? ????? ? ???? ??? ????? ? ???? ?? ???? ? ???? ?????????? ??? ????? ? ???????? ????? ????? ????? ?? ? ???????? ???? ??? ???? ???? ? ?? ?? ??? ??????? ???? ? ??? ?????? ???? ????? ? ???? ?? ?? ????? ? ????? ???? ???? ????? ? ?? ??? ?????? ???? ???? ? ???? ???? ????? ? ??? ?? ???? ?? ????? ???? ??? ????? ??? ? ??? ??? ??? ???? ??? ??????? ???? ? ????? ???? ???? ??? ???? ? ??? ???? ???? ????? ????? ? ????? ???? 25 ??? ???? ? ???? ????? ??? ?? ?????? ? ?? ???? ????? ?? ? ?? ?????? ?? ? ?????????? ??? ???? ?? ???????? ? ????? ?????? ????? ? ?? ?? ??? ????? ?????????? ??? ? ???? ??? ?? ???? ??? ? ?? ???? ??? ????? ? ?? ??? ???????? ??? ?????? ??? ?? ? ??? ??? ??? ???????? ?? 90?? ???? ? ????????? ????? ???? ? ??????? ???? ?????? ?? ? ?? ???? ???? ?????? ??? ?? ???? ????? ? ?????? ?????? ??? ?? ? ??? ?? ?? ???? ???? ?? ? ?? ???? ????? ?? ??? ? ???? ??????? ???? ?? ???? ? ?????? ?? ??? ?????? ? ???????? ???? ? ??? ??? ????? ???? ????? ? ???????? ?????? ???? ?? ? ??? ??????? ?????? ??????? ????	unk
IL5_SN_000370_20161023_H0T0067N8	? ???? ??? 13 ???? 2009 ?? 10232016 ??? ??? ??? ????  ??? ????	unk
IL5_SN_000370_20170210_H0T0036Y5	RT @ESATtv ???? ?  ???  ?? ??? ?? ??? ??  ???? ?? ??? ???? ??? ??? ??? ???????? ????? ???? ??? ???????? ????? ???? ????  httpstc	unk
IL5_SN_000370_20170122_H0T0036HO	Ashenda celebration in Mekelle  Romanat 2008 E C ????? ??? ???? ?? ???   via @YouTube	nondomain
IL5_NW_020490_20170224_H0040MC8K	???? ????? ???? ??? ????? ? ?? ????? ??? ???? ?? ???? TMP – 24022017 ???? ????? ???? ???? ???? ???? ? ?? ????? ??? ???? ?? ?? ????? 2016 ??? ?? ????? ???? ?? ? ?? ??? ??? ??????? ? ??? ??? ??? ????? ???? ? ??? ‘ ???? ???? ??? ’ ????? ???? ? ???? ???? ???? ???? ??? ???? ?????? ???? ???? ???? ??? ? ?? ???? ? “ ???????? ??? ???? ?????? ??? ???? ??? ???? ???? ??? ? ????? ???? ???? ????? ???? ?? ??? ???? ?? ?? ?” ????? ?? ???? ??? ???? ?????? ? “ ?? ????? ???? ????? ???? ????? ???? ???? ??? ????? ??? ?????? ??? ?” ??? ???? ? ???? ???? ???? “ ??? ?????? ??? ” ????? ?? ??? ?? ???? ?????? ???? ??? ? ??? ???? ???? ???? ???? ???? ?? ? ??? ????? ? ?? ??? ????? ?????? ????? ???? ???? ???? ???? ????? ????? ? ?? ??? ?? ??? ?? ?????? ???? ?????? ???? ??? ??? ??? ??????? ??? ????? ???? ?? ? “ ??? ??? ?? ??? ?? ????? ????? ??? ?? ????? ??? ????? ??? ????? ??? ???? ?????? ?????? ????? ??? ????? ????? ? ???? ???? ???? ????? ????? ???? ????? ??????? ??? ?” ??? ?? ???? ? ??? ?? 2016 ??? 4500 ??? ???? ????? ? “ ??? ????? ????? ??? ???? ?? ? ??? ???? ?? ???? ???? ??? ????? ??? ??? ?????? ?? ?” ??? ? ?? ???? ? ????? ?? ????? ??? ??? ???? ???? ??? ????? ?????? ????? ????? ????? ?? ??? ? “ ??? ??? ????? ?? ??? ???? ????? ?? ???? ?? ? ?? ?? ?? ??? ??? ? ?? ?? ???? ??? ?? ???? ?? ?” ??? ??? ? ?? ?? ???? ???? ?? ?? ??? ??? ???? ? ?? ??? ?? ???? ?? ?? ???? ?????? 228 ?? ???? ? ???? ???? 70  ???? ?? ???? ?????? ??? ???? ?? ???? ??? ??? ?? ???? ????? ?????? ???? ??? ?????? ? ???? ????? ??? ????? ???? ?? ?	unk
IL5_WL_020083_20160310_G0040ISBQ	???? ??? ?? ????? ???????? ????? ???? ???? ???? ?? ????? ???????? ?? ??????? ????? ????? ???? ??????? ??? ?? ???? ????? ???? ?? ? ?? ?? ??? ????? ??? ??? ????? ???? ?? ??? ????? ? ????? ??????? ?? ??? ??? ?????? ??? ??? ?????? ???? ???? ???? ?????? ???? ?? ???????? ?? ???? ??? ???? ?? ? ????? ??? ????? ??? ?????? ?????? ????? ????? ? ??? ?? ?????? ??? ????? ?? ??? ?????? ??? ?????? ?????? ?? ???? ?????? ???? ?? ??? ????? ?	unk
IL5_SN_000370_20160815_H0T000YBJ	?? ????? ?????  ??? ??? ??? ?????? ???? ???? ???? ???? ???? #hawassa #iseleda	unk
IL5_NW_020062_20150815_G0040EZ6B	??? ???? ??? ????? ??? ??????? ??? ??? ?????? ??????? ?????? ?? ???? ???? ?????? ?????? ????? ???? ??? ??????? The Local ????? ???? ???? ??? ? ???? ?? ?? ?? ?? ???? ????? ???? ??? ??? ?? ??? ?????? ???? ?? ????? ?? ????? ?? ?? ? ?? ???? ?????? ??? ??????? ?? ????? ???? ???? ?????? ?????? ????? ???? ??? ??? ???? ?? ?? ?? ?? ???? ????? ???? ??? ??? ?? ??? ?????? ???? ?? ????? ?? ????? ?? ?? ? ?? ???? ?????? ??? ??????? ?? ????? ???? ???? ?????? ?????? ????? ???? ??? ??? ???? ??????? The Local ????? ???? ???? ??? ? ???? ??? ??? ?? 18 ??? 30 ?????? ???? ?????? ??? ?????? ??? ?? ?????? 50 ????? ??? ???? ???? ?????? ????? ? ????? ??? ??????? ??? ????? ??????? ?????? ????? ??????? ? ?? ??? ????? ??????? ??? ???? ????? ?? ??? ???? ? ??? ???? ???? ?? ??? ??? ????? ?? ??? ?? ??? ??? ???? ??? ???? ? ?? ??? ?????? ?? ?? ????? ????? ???? ???? ???? ?????? ????? ???? ???? ??? ? ??? ??? ?? ????? ????? ????? ? ?? ???? ???? ?? 36 ??? ????? ???? ?? ??? ???? ?????? ???? ?? ? ?? ??? ??? ???? ?? 23 ????? ???? ?? ??? ??? ?? ??????? ??? ????? ?? ???? ? ????? ?? ?? ?????? ????? ???? ???? ?? ????? ????? ????? ????? ?? ??? ???? ??? ????? ??? ???? ????? ???? ???? ??? ? ?? ???? ??? 11500 ??????? ?? ???? ??? ?????? ???? ? ?? ??? ‘ ?? 4200 ??????? ??? ??? ??? ????? ????? ??? ?????? ???? ??? ??? ?? ?	unk
IL5_SN_000370_20160618_G0T0008XU	???? ?????? ??? ????? ??????? ???? ???? ?? ????? ??? ?? ?????  ?? ???? ????? ??? ?? ???? ??? ?????? ??? ??? 2	nondomain
IL5_SN_000370_20160830_H0T0067CB	??? ?? ????? ??? ???? ?????? ?? 6500 ???  ????? ???? ??? 29 ??? ?? ????? ??? ???? ?????? ?? 6500 ?????? ???	unk
IL5_SN_000370_20160614_H0T005800	?? ??? ????? ????? ??? 1?  ????  ??? ?? ???? ???? ????? ?????? ???????	unk
IL5_WL_020506_20160607_H0040MDWW	?? ??? ??? ??? ??????? ????? ????? ???? ?? ??????? ?? ?? ??? ????? ??????? ????? ???? ? ????? ?? ?????? ???? ? ?? ??? ??? ??? ??????? ???? ????? ?????? ???? ???? ?????? ??? ??? ???? ?? ???? ?????? ?? ????? ?????? ????? ??? ??? ??????? ?? ?? ??? ????? ?? ????? ???? ? ?? ????? ??? ??? ??? ?? 3 ???? ?? ?? ???? ???? ???? ????? 961 ?? ???? ???? ???? ?????? ???????? ???? ????? ?? 360 ???? ?? ???? ?? ????? ???  ?? ??? ?? 41 ???? ?? ??? ???? ?????? ??? ???? ? ??? ???? ????? ???? ????????? ???????? ???? ????? ?? ???? ??? ???? ? ?? ????? ?????? ????? ???? ??? ??? ???? ???? ???? ?????? ????? ???? ?? ????? ????? ?? ??? ?? ??? ??? ?? ??? ??? ?? ??? ??? ???? ???? ??????? ???? ?? ????? ??????? ???? ?	unk
IL5_SN_000370_20160513_G0T000974	?? ????? ???? ???? ????? ???? 7 ?? ??? ????? ?????? ????? ????? ???  #Ethiopia #Eritrea #ArbenochGinbot7 #VOATigrigna	indomain
IL5_SN_000370_20160717_H0T005855	RT @Eshetuhk ????? ??????? ??? ????? ???? ??? ?? ????? ??? ????? ?? ???? ??? ??????? ??? ??? ????? ???? ?? ?????? ??? ??????? ???? ?	unk
IL5_SN_000370_20160826_H0T000YEK	???? ?? ????  • ??????? ???? ??? ??? ?? ??? ??????  Vietnamese woman paid a friend to cut off her foot and arm	unk
IL5_SN_000370_20160714_H0T00584D	#??? ????? ???? ????? Yene Zebenay by Habtamu Tadese  Ethiopian Music Video	unk
IL5_SN_000370_20160910_H0T0058G7	I liked a @YouTube video from @filmethi2016  Amharic Movies Full Length 2016 New Ethiopian Movie ???	unk
IL5_NW_020060_20160429_G0040EYMW	????? ?? ????? ????? ??? ??????? ????? ????? ???? ???? ?????? — ????? ????? ? ????? ?????? ????? ?? ?????? ? ??? ??????? ???? ???? ???? ? ??? ? ????? ? ? ????? ??? ? ???? ? ?????? ? ? ??? ?????????? ?????? ? ?? ???? ??????? ??? ?????? ? ??? ??? ? ???? ??? ???? ??? ??? ?? ??? ????? ????? ? ????? ?? ??? ????? ? ???? ????? ?????? ??? ???? ???? ? ????? ?? ????? ????? ??? ??????? ????? ????? ???? ????  908  908 ? 0000  908 ? ???? 128 kbps 32 kbps ???? ???	unk
IL5_SN_000370_20151229_G0T000A6B	??? ?????? ?????? ????? ????  ?????? ??? ??? ???? ???? ?? ??? ?????? ??? ? ?????? ?? ??? ??? ?? ?? ??? ????? ???? ?	indomain
IL5_WL_020083_20160421_G0040IS8J	???? ???? ???? ??????? ?????? ??? 25 ???? ????? ???? ?? ???? ????? ??? ????? ?????? ???? ????? ???? ????? ????? ?? ??? ???? ??? ??? ????? ???? ???? ?????? ????? ??? ??? ???	unk
IL5_WL_020083_20161019_G0040KZY8	???? ????? ???? ??????? ???? ? ???? ???? ??? ??’? ??? ? ??? ??? ??? ???? ???? ??? ????’?? ???? ??? ? ???? ??? ??? ?? ??? ????? ?? ???? ? ?? ???? ??? ???? ?????? ????? ????? ?? ???? ???? ????? ??? ???????? ? ????? ?? ??? ??? ????? ?????? ??? ???? ??? ????? ??????? ? ??? ??’? “ ??? ??? ???? ” ???? ? ????? ???? ????? ??? ?? ??? ????? ?? ???? ?? ????? ?? ????? ??? ???? ?? ???????? ????? ????? ???? ???? ???? ????? ?? ??? ?? ???’? ???? ??? ? ?????? ??? ????’? ??????? ?????? ? ???? ????? ???? ??????? ???? ????? ?? ?????? ???	nondomain
IL5_SN_000370_20160715_H0T000Y68	?? ????? ???? ??? ???? ????’?? ??? ???? – VOA – Killings during Gonder Protest in Hote   #?????? #Eritrea	eval_incident
IL5_NW_020060_20151127_G0040KQWC	?????? ??? ????? ??? ??? ????? ???? ?????? ???? ??? ???? ???? ?????? — ?????? ??? ????? ?? ??? ??? ????? ???? ????? ?? ??? ???? ???? ???? ???? ? ?????? ????? ????? ?????? ?? ????? ???? ??? ????? ????? ‘ ????????’? ??? ? ??? ????? ?? ???? ???? ?? ??? ???? ??????? ??????’?? ??? ? ?????? ????? ?? ?? ??? ????? ???????? ????? ???? ‘ ?? ?? ??? ??? ????? ?????? ???? ????????????????? ?? ????? ??? ??? ??? ????? ? ?? ?? ????? ???? ???? ?????’? ??? ??? ?? ???????? ?????’??? ? ????? ?????? ??? ????? ?? ???????? ??? ??????? ??? ???? ??????? ?? ???? ????? ??? ??? ??? ???? ? ‘ ??? ?? ???? ???? ???? ???? ??? ?????? ?????? ????? ???? ????? ?????? ????’? ? ’’ ??? ??? ?????? ????? ??? ?????? ???? ???? ??????? ???? ?? ??? ? ????? ???? ?? ???? ?????? ??? ?????? ???? ??????? ???? ????? ?? ??????? ??????? ????? ???? ??? ???? ????? ??? 500 ?? ??? ?????? ?????? ? ?????? ??? ????? ??? ?? ???? ???? ?? ????? ????? ???? ?????? ?? ?? ?? ???? ????? ?? ???? ???? ???? ?????? ? ??? ???? ???? ??? ???? ???? ? ?????? ??? ????? ??? ??? ????? ???? ?????? ???? ??? ???? ????  00232  00232 ? 00000  00232 ? ???? 128 kbps 32 kbps ???? ???	unk
IL5_SN_000370_20160528_H0T00673F	Die BaZ veröffentlicht Auszüge eines bislang vertraulichen #EritreaBerichts von CVPAussenpolitiker Claude	unk
IL5_SN_000370_20150505_G0T000BEB	??????? ???? ????? ???? ??? ?????? ???? ????? ???? ????? ?????? ???? ??? ?? ??? ??? ?? ?? ??? ????? ??? ???????	nondomain
IL5_SN_000370_20160923_H0T0067I6	???  ??????? ??? ????  ?? ???  ????   ???? ?????? ?????  ?? ??? ???  ????  ????  ????	unk
IL5_SN_000370_20150816_G0T000F5W	#sverige NYHETER Rekordmånga polisanmälningar kom in i fjol	unk
IL5_SN_000370_20160726_H0T000Y7I	RT @Wazemaradio ???? ???? ????  ????? ??? ?????? ??? ????   ???? ?????? ??? ????? ????? ???????? ??? ????  ??? ??? ???? ????? ???  https	unk
IL5_SN_000370_20151210_G0T000AC5	????? ? ?? ??? ???? ????? ???? ???? ???? ??  ?? ????? ??? ???? ????? ???? ???? ?? ????? ?? ??? ?????? ?????? ?	eval_incident
IL5_SN_000370_20160623_G0T000ANE	?? ???? ??? ??? ??? ???? ???? ???? ??? ???? ?? ???? ????? ?? ??? ??? ?? ????? ? ?? ??? ???? ??? ??? ??? ????	nondomain
IL5_SN_000370_20150526_H0T0066E5	?????   @AddisVideo #Ethiopia	unk
IL5_SN_000370_20170413_H0T0068JC	?? ???? ???? ???? ??? ???? ????  #Eritrea #Ethiopia #VOATigrigna #Sapphire #TigrayRegion	unk
IL5_SN_000370_20151206_H0T0066UR	???? ???? ??? ???? ??? ??????? ??? ????? ????? ?? ??? ????? ??? ???? ??? ???? ????? ???? ??? ????? ???? ????	unk
IL5_SN_000370_20170120_H0T0036GO	? 70 ??? ??? ???? ???? ???? ????? ?? ?? ???? ??? ?????? ??? ??????  ?????  ?? ???  ?????? ????? ????? ???? ???	unk
IL5_NW_020060_20151024_G0040KQX7	??? ??? ???? ????? ???? ????? ????? ??? ???? ?????? ?? — ??? ??? ???? ??? ???? ????? ????? ?? ???? ????? ?????? ???? ???? ????? ????? ??? ???? ? ?? ???? ?????? ?? ???? ?? ????? ????? ?? ???? ?? ???? ??? ????? ?? ???? ??? ????? ?? ???? ????? ???’? ? ???? ??? ???? ???? ???? ???? 14 ??????? ????? ??? ? ?? ????? ?? ???? ???? ????? ??? ???? ???? ??? ???? ?? ?? ?????? ???? ?????? ???? ?????? ???? ?? ??? ???? ?? ????’? ?	unk
IL5_SN_000370_20160112_G0T000A2Q	???????? ????? ??? ??????  ???  ?? ??? ?????? ????? ???????? ????? ??? ???? 10 ??? ???? ???? 15 ?? ???? ? ???	indomain
IL5_SN_000370_20161110_H0T0067R1	?? ???? ???? ?? ??? ??? ???? ???? ???? ???? ?? ???? ??? 64 ?????? ??? ???????? ???? 8 ?? ??????? ???? ???? ? #USA #Syria #Iraq #VOATigrigna	unk
IL5_SN_000370_20160322_G0T0009K7	VIDEO  ?? ??????? ?? ?????? ??? ?????? ???? ??? ???? ??? ???? ????  #Eritrea #Ethiopia	nondomain
IL5_NW_020490_20170129_H0040MC8Z	?????? ?? ?? ????? ?????? ??? ?????? ???? 20 ?? ? 2016 ?? ?????? ?? ???? ????? ???? ?????? ????? ?? ????? ? ???? ??????? ?? ?? ????? ?? ????? ??? ?????? ????? ??? ????? ???? ???? ????? ??? ???? ???? ?? ? ?? ???? ???? ???? ???? ????? ?? 22 ??? ? ????? ?? ??? ?? ????? 160 ????? ???? ???? ?? ??? ???? ??? ???? ???? ????? ??? ????? ?? ? ?? 2016 ?? ???? ???? ?? ???? ????? ? ??? ??? ???? ? ???? ????? 26 ? ??? ?? ???? ????? ????? ??? ? ?? ?? ?? ??? ??? ?? ???? ???? ???? ?????? ?? ??? ???? ?????? ???? ?????? ????? ? ??? ???? ??????? ?????? ?? ?? ??? ????? ? ?? ????? ????? ????? ?????? ??? ?? ?? ????? ? ?? ???? ???? ????? ? ????? ?????? ???? ???? ??? ????? ?????? ????? ??????? ????? ??? ????? ???? ?? ? ??? ?????? ???? 7000 ??? ??????????? ???? ???? ????? ?? ? ?? 41 ??? ??? ?? ??????? ????? ?? ?? ????? ????? ??? ? ??? ?????? ?? ???? ????? ???? ??? ??? ?????? ????? ??? ? ????? ?? ???? ?? ????? ???? ?? ?????? ???? ?????? ?? ???? ?????? ? ?? ??? ??? ????? ?? ??? ????? ?? ? ???? ??? ??? ????? ??????? ??? ???? ?? ??? ????? ?? ??? ?????? ???? ?? ? ?? ????? ?? ??? ???? ?? ????? ?? ?????? ???????’? ? “ ???? ??? ??? ?? ??? ??? ????? ???? ??? ????? ??????’? ? ?? ?? ?? ?? ??? ???? ?? ??? ?? ?? ???? ?????? ???? ??’? ?” ??? ? ??? ?5 ??? ?? ????? ?????? ??????? ? “‘ ??? ?? ? ?????? ????? ? ????? ???? ?’ ????? ? ??? ???? ????? ???? ???? ??? ????? ???? ?? ??? ??? ???? ???? ? ????? ?? ? ???? ????? ???? ??? ???? ?? ” ??? ? ?? 17 ??? ? ??? ???? ????? ? ?? ??? ??? ?????? ????? ??? ? “ ???? ?? ???? ????? ???? ??? ??? ? ?? ??? ??? ??? ? ‘ ?????? ? ?? ??? ???? ????? ?’ ????? ??? ??? ??? ???? ?????? ?” ??? ? ??? ??? ??? ??? ??? ? “ ????? ??? ??? ???? ??? ?? ??? ?? ?? ??????? ???? ???? ???? ? ???? ????? ? ????? ???? ??? ???????? ??? ?? ?? ?? ?? ?? ? ???????? ????? ? ??? ?? ???? ? ?????? ????? ?? ?” ??? ?? ??? ? ????? ???? ????? ???? ????? ?? ? “ ???? ?????? ? ???? ?????? ? ????’? ?” ???? ?? ???? ?? ? ???? ?????? ????? ??? ??? ? ?? ???? ??? ???? ???? ?????? ???? ? “ ?? ?? ?? ??? ????? ?? ???? ??? ? ???? ??????? ???????? ??? ??? ? ?? ??? ?? ?????? ?? ???? ??? ? ???? ??? ??? ?? ????’?? ????? ??? ? ??? ????? ???????? ??? ?? ??????? ??? ?? ?? ?” ??? ? ?? ?? ??? ??? ????? ???? ??? ???? ? “ ?????? ????? ????? ???? ???? ??? ??? ???? ???? ?? ???? ???? ??? ?? ?” ??? ? ????? ???? ????? ???? ??? ?????? ? ????? ??? ???? ?????? ?? ? ?? ?????? ? ?? ????? ??? ?????? ???? ???? ?????? ???? ? ???? ??? ???? ????? ?? ???? ???? ????’? ?? ???? ????? ?????? ????? ?????? ???? ? ?????? ? “ ????? ?? ?? ?? ?? ?? ????? ???? ?? ? ?? ???? ??? ?? ????? ????? ?? ? ????? ?? ???? ??? ????? ?? ?” ??? ? ???? ? ????? ??? ????? ? ??? ?????? ????? ? ??? ?????? ??????? ???? ???? ?? ?	unk
IL5_SN_000370_20150526_H0T0066E6	???? ??? ????  ??? ?? ??? ???? ????? ?  @AddisVideo #Ethiopia	unk
IL5_SN_000370_20160617_H0T00580E	?? ??? ???? ????? ??? ??? ???? ?? ??? ????	unk
IL5_SN_000370_20160723_G0T0008N9	?????? ???? ?????? ??? ?? ????? ? ?? ????? ????  ?? ??? ??? ????? ?????  ?? ?????????? ???? ???? ????? ??	nondomain
IL5_SN_000370_20150617_G0T000BB4	????? ???? ???? ??? ? ???? ??? ????? ????????? ??????????? ?????????? ??? ???? ?????? ?? ?? ?? ????? ????? ?????	unk
IL5_SN_000370_20160824_H0T000YE5	#???? ??? ?????? ?? ????  ???? ??? ???? ????? ?????? ????? ??? ???? ????  #????#???? #?????? #??????? ?? ???	nondomain
IL5_SN_000370_20160701_H0T00582K	#????????? ?? ????? ??? ?????? ???? ??? #?????? ???? #???? ??? ?? ????? ???? ??? ??????? ? ????? ???? ???????	unk
IL5_SN_000370_20161009_H0T00365N	??? ??  ????? ????? ?????? ?????? ??? ??? ???? ????? ????? ???? ????? ???? ??????? ??? ?????? ?? ??? ????? ?????	unk
IL5_SN_000370_20160327_G0T000FFC	@Latinos4Bernie @CNNPolitics congra #BirdieSanders @SenSanders @People4Bernie @BernieSanders @WorldForBernie	unk
IL5_SN_000370_20170501_H0T0068PS	RT @ErythreanSea @AbMetkel @kingYacob1 @RSCollaboration @stesfamariam	unk
IL5_SN_000370_20150616_G0T000DIK	?? ??? ????	unk
IL5_SN_000370_20170428_H0T0068P9	?? ???? ???? ??? ?? ?90 ????? ???? ????  #Eritrea #Ethiopia #VOATigrigna #Health #malaria	unk
